Lote,Individuo,AE,LE,AT,LT,AA,LA,NV,Morfotipo,Labio,cox1-lsu
96,1,6.08,2.23,14.03,10.49,8.09,6.96,5.28,LU,1,AA
96,1,6.07,2.24,13.88,10.49,8.28,7.03,5.29,LU,1,AA
96,1,6.02,2.22,14.00,10.33,8.11,7.05,5.31,LU,1,AA
96,1,6.16,2.23,13.85,10.41,8.17,6.97,5.33,LU,1,AA
96,2,5.63,1.47,11.63,8.30,6.38,5.86,4.97,LU,1,HG
96,2,5.77,1.45,11.67,8.43,6.42,5.84,4.98,LU,1,HG
96,2,5.74,1.43,11.65,8.47,6.55,5.86,5.03,LU,1,HG
96,2,5.61,1.47,11.55,8.32,6.47,5.83,4.99,LU,1,HG
96,5,6.14,1.77,13.77,9.95,8.22,6.10,5.11,LU,1
96,5,6.15,1.80,13.69,9.97,8.13,6.11,5.10,LU,1
96,5,6.11,1.83,13.58,10.07,8.20,6.07,5.10,LU,1
96,5,6.08,1.80,13.88,9.89,8.14,6.04,5.14,LU,1
96,6,6.60,2.20,11.80,9.27,6.56,4.95,5.44,LU,0
96,6,6.48,2.20,11.77,9.24,6.59,4.97,5.46,LU,0
96,6,6.58,2.16,11.55,9.22,6.74,4.88,5.47,LU,0
96,6,6.56,2.17,11.81,9.10,6.58,4.98,5.47,LU,0
99,1,6.01,1.56,12.50,9.05,7.00,6.63,5.16,LU,1,HG
99,1,5.95,1.55,12.54,9.01,6.89,6.62,5.15,LU,1,HG
99,1,6.08,1.58,12.53,9.14,6.91,6.62,5.18,LU,1,HG
99,1,6.07,1.57,12.54,9.12,6.82,6.60,5.16,LU,1,HG
99,2,6.19,1.60,12.38,8.64,6.56,6.13,5.18,LU,1,HG
99,2,6.13,1.64,12.25,8.71,6.60,6.15,5.21,LU,1,HG
99,2,6.14,1.63,12.38,8.67,6.52,6.17,5.20,LU,1,HG
99,2,6.19,1.64,12.42,8.68,6.62,6.18,5.18,LU,1,HG
99,3,6.40,2.03,13.01,9.56,6.95,6.49,5.27,LU,,HG
99,3,6.48,2.06,12.95,9.68,6.93,6.48,5.25,LU,,HG
99,3,6.42,2.06,12.99,9.49,6.91,6.50,5.24,LU,,HG
99,3,6.54,2.07,12.84,9.51,7.02,6.46,5.25,LU,,HG
99,19,6.83,2.12,13.75,10.43,8.15,6.06,5.20,LU,0
99,19,6.85,2.11,13.74,10.49,8.13,6.08,5.21,LU,0
99,19,6.97,2.10,13.74,10.40,8.33,6.07,5.24,LU,0
99,19,6.84,2.09,13.77,10.38,8.19,6.08,5.23,LU,0
99,20,6.43,1.91,12.51,9.57,6.23,5.82,5.30,LU,0
99,20,6.46,1.94,12.40,9.53,6.23,5.77,5.27,LU,0
99,20,6.56,1.90,12.41,9.46,6.31,5.77,5.30,LU,0
99,20,6.46,1.92,12.38,9.44,6.36,5.78,5.28,LU,0
99,21,6.01,1.76,12.71,9.14,7.61,5.67,5.21,LU,1
99,21,6.01,1.75,12.72,9.21,7.57,5.75,5.21,LU,1
99,21,6.03,1.71,12.64,9.37,7.51,5.73,5.20,LU,1
99,21,6.16,1.77,12.75,9.27,7.67,5.72,5.23,LU,1
99,22,6.57,1.91,12.97,9.73,7.50,5.73,5.28,LU,1
99,22,6.43,1.91,12.83,9.74,7.69,5.71,5.28,LU,1
99,22,6.57,1.92,12.89,9.86,7.56,5.65,5.29,LU,1
99,22,6.56,1.91,12.90,9.72,7.57,5.71,5.28,LU,1
99,23,5.45,1.49,12.14,8.84,7.13,5.54,5.16,LU,1
99,23,5.49,1.50,12.11,8.79,7.14,5.54,5.12,LU,1
99,23,5.44,1.50,12.21,8.69,7.16,5.59,5.14,LU,1
99,23,5.49,1.51,12.21,8.74,7.18,5.54,5.11,LU,1
99,24,6.26,1.88,11.87,9.16,6.71,5.47,5.32,LU,0
99,24,6.31,1.88,11.83,9.20,6.81,5.48,5.35,LU,0
99,24,6.24,1.87,11.76,9.11,6.70,5.47,5.32,LU,0
99,24,6.23,1.92,11.99,9.22,6.73,5.51,5.34,LU,0
99,25,6.29,1.75,11.99,8.90,7.17,5.33,5.30,LU,1
99,25,6.34,1.77,12.24,8.84,7.07,5.30,5.26,LU,1
99,25,6.22,1.71,12.06,8.88,7.01,5.27,5.29,LU,1
99,25,6.33,1.71,12.03,9.03,7.14,5.27,5.28,LU,1
99,26,6.26,2.36,11.47,9.18,6.66,4.84,5.30,LU,1
99,26,6.28,2.35,11.34,9.01,6.71,4.77,5.31,LU,1
99,26,6.27,2.34,11.25,9.22,6.75,4.81,5.30,LU,1
99,26,6.25,2.34,11.18,9.02,6.73,4.77,5.32,LU,1
99,27,5.92,1.88,11.43,8.73,6.60,5.19,5.21,LU,0
99,27,5.84,1.86,11.39,8.66,6.43,5.17,5.21,LU,0
99,27,6.01,1.87,11.37,8.64,6.47,5.17,5.17,LU,0
99,27,5.93,1.86,11.32,8.68,6.58,5.21,5.20,LU,0
101,1,6.61,2.14,12.99,9.99,7.14,5.99,5.24,LU,0
101,1,6.66,2.14,12.69,10.19,7.24,6.07,5.20,LU,0
101,1,6.67,2.10,12.94,9.99,7.14,6.06,5.22,LU,0
101,1,6.57,2.13,12.79,10.02,7.17,6.00,5.20,LU,0
101,2,6.07,1.48,13.08,9.19,7.22,6.06,4.90,LU,1
101,2,6.09,1.53,13.05,8.98,7.18,6.19,4.86,LU,1
101,2,6.07,1.50,12.99,9.12,7.33,6.13,4.87,LU,1
101,2,6.11,1.49,13.07,9.04,7.27,6.12,4.90,LU,1
101,3,4.79,1.45,10.33,8.06,6.26,5.09,4.86,LB,0
101,3,4.88,1.43,10.20,8.15,6.24,5.15,4.86,LB,0
101,3,4.89,1.42,10.30,8.12,6.31,5.14,4.84,LB,0
101,3,4.88,1.42,10.31,8.02,6.34,5.12,4.85,LB,0
101,4,6.24,1.70,12.39,9.67,7.12,6.28,5.13,LU,0
101,4,6.23,1.69,12.50,9.54,7.10,6.37,5.10,LU,0
101,4,6.30,1.70,12.40,9.60,7.01,6.37,5.16,LU,0
101,4,6.37,1.73,12.44,9.50,7.15,6.25,5.16,LU,0
101,5,6.59,2.10,12.82,9.83,7.27,5.24,5.32,LU,1
101,5,6.55,2.08,12.86,9.73,7.27,5.26,5.36,LU,1
101,5,6.52,2.10,12.84,9.81,7.33,5.27,5.34,LU,1
101,5,6.57,2.09,12.74,9.81,7.23,5.35,5.34,LU,1
101,6,4.56,1.08,10.30,7.72,5.87,5.30,4.72,LU,0
101,6,4.63,1.07,10.59,7.55,6.00,5.31,4.69,LU,0
101,6,4.64,1.04,10.34,7.62,5.87,5.34,4.67,LU,0
101,6,4.62,1.04,10.34,7.70,5.93,5.35,4.68,LU,0
101,7,6.91,2.34,14.14,10.61,8.32,5.99,5.33,LU,1
101,7,7.01,2.36,14.30,10.65,8.38,5.93,5.35,LU,1
101,7,6.90,2.36,14.37,10.54,8.42,5.92,5.30,LU,1
101,7,6.91,2.36,14.32,10.58,8.40,5.95,5.33,LU,1
101,8,6.80,1.93,13.82,10.20,7.81,5.99,5.37,LU,1
101,8,6.70,1.92,13.98,10.13,7.77,5.99,5.41,LU,1
101,8,6.74,1.93,14.14,10.18,7.75,5.96,5.41,LU,1
101,8,6.85,1.91,14.13,10.20,7.78,5.93,5.37,LU,1
101,9,7.12,2.22,13.40,10.88,7.91,5.92,5.29,LU,1
101,9,6.99,2.26,13.46,10.98,7.90,5.98,5.34,LU,1
101,9,7.15,2.24,13.66,10.94,7.89,5.91,5.28,LU,1
101,9,6.99,2.27,13.67,10.91,7.87,5.98,5.29,LU,1
101,10,6.27,2.10,12.85,9.15,7.49,4.97,5.30,LU,1
101,10,6.26,2.07,12.64,9.16,7.38,5.07,5.33,LU,1
101,10,6.20,2.07,12.70,9.13,7.45,5.00,5.30,LU,1
101,10,6.26,2.06,12.69,9.13,7.35,5.04,5.31,LU,1
101,11,6.05,1.86,12.21,9.26,7.34,5.62,5.43,LU,0
101,11,5.94,1.83,12.35,9.33,7.37,5.68,5.48,LU,0
101,11,6.09,1.81,12.49,9.37,7.26,5.56,5.46,LU,0
101,11,5.98,1.85,12.34,9.12,7.32,5.70,5.47,LU,0
101,12,7.90,2.62,15.92,11.75,9.00,7.25,5.35,LU,0
101,12,7.94,2.61,15.94,11.79,8.88,7.33,5.37,LU,0
101,12,8.02,2.58,15.83,11.60,8.94,7.23,5.35,LU,0
101,12,8.00,2.58,15.72,11.69,8.94,7.28,5.38,LU,0
101,13,6.22,1.52,12.71,9.29,7.82,5.99,5.23,LU,1
101,13,6.19,1.50,12.80,9.32,7.85,6.07,5.21,LU,1
101,13,6.23,1.51,12.87,9.41,7.89,6.01,5.23,LU,1
101,13,6.25,1.52,12.93,9.40,7.74,6.12,5.24,LU,1
101,14,6.64,2.21,13.13,9.75,7.56,5.19,5.17,LU,1
101,14,6.64,2.21,13.37,9.62,7.51,5.20,5.13,LU,1
101,14,6.63,2.21,13.44,9.81,7.59,5.22,5.15,LU,1
101,14,6.67,2.23,13.40,9.61,7.66,5.26,5.12,LU,1
101,15,6.08,2.10,13.85,8.96,8.36,5.39,4.91,LU,1
101,15,6.06,2.10,14.02,8.99,8.28,5.40,4.94,LU,1
101,15,6.15,2.11,13.93,9.09,8.40,5.43,4.95,LU,1
101,15,6.09,2.11,13.96,9.03,8.31,5.32,4.95,LU,1
101,16,5.47,1.50,11.54,8.58,6.52,5.86,4.73,LU,0
101,16,5.39,1.50,11.62,8.63,6.44,5.88,4.77,LU,0
101,16,5.35,1.50,11.48,8.76,6.46,5.96,4.74,LU,0
101,16,5.48,1.52,11.50,8.78,6.50,5.96,4.77,LU,0
101,17,5.69,1.74,12.12,9.39,7.31,6.16,4.73,LU,0
101,17,5.70,1.73,12.35,9.35,7.36,6.15,4.73,LU,0
101,17,5.81,1.74,12.18,9.20,7.43,6.18,4.72,LU,0
101,17,5.81,1.74,12.24,9.29,7.28,6.25,4.70,LU,0
101,18,4.58,1.17,10.44,7.74,6.17,5.23,4.60,LU,0
101,18,4.55,1.21,10.13,7.70,6.24,5.21,4.56,LU,0
101,18,4.68,1.19,10.27,7.63,6.15,5.26,4.60,LU,0
101,18,4.64,1.20,10.14,7.66,6.23,5.31,4.61,LU,0
101,19,4.74,1.40,9.91,7.26,5.62,4.66,4.90,LU,0
101,19,4.70,1.37,10.09,7.23,5.49,4.64,4.86,LU,0
101,19,4.70,1.41,10.23,7.20,5.67,4.68,4.90,LU,0
101,19,4.58,1.42,9.93,7.30,5.66,4.67,4.88,LU,0
101,20,5.20,1.40,11.35,7.92,6.32,5.45,4.69,LU,0
101,20,5.23,1.38,11.51,7.92,6.46,5.49,4.68,LU,0
101,20,5.29,1.38,11.28,7.91,6.34,5.44,4.71,LU,0
101,20,5.13,1.41,11.28,8.04,6.42,5.55,4.68,LU,0
101,21,5.52,1.86,12.19,8.91,6.81,5.71,4.81,LU,0
101,21,5.44,1.84,12.23,8.90,6.82,5.79,4.84,LU,0
101,21,5.52,1.85,12.23,8.81,6.83,5.73,4.83,LU,0
101,21,5.48,1.83,12.26,8.93,6.84,5.77,4.81,LU,0
101,22,5.08,1.49,11.23,7.95,6.02,5.53,4.55,LU,0
101,22,4.97,1.47,11.48,8.04,5.96,5.48,4.56,LU,0
101,22,4.98,1.50,11.43,8.09,6.10,5.43,4.52,LU,0
101,22,5.06,1.47,11.48,7.98,6.09,5.41,4.55,LU,0
101,23,5.13,1.43,11.60,8.18,6.65,5.67,4.71,LU,0
101,23,5.23,1.43,11.69,8.13,6.65,5.65,4.74,LU,0
101,23,5.22,1.46,11.72,8.33,6.72,5.57,4.71,LU,0
101,23,5.17,1.45,11.82,8.31,6.61,5.67,4.69,LU,0
101,24,4.69,1.19,10.89,7.67,6.14,5.35,4.72,LU,0
101,24,4.65,1.22,10.95,7.65,6.28,5.30,4.70,LU,0
101,24,4.70,1.21,10.94,7.53,6.08,5.37,4.75,LU,0
101,24,4.68,1.19,10.88,7.61,6.09,5.30,4.72,LU,0
101,25,4.18,1.30,9.49,7.37,5.68,4.74,5.04,LU,0
101,25,4.23,1.29,9.30,7.37,5.80,4.73,5.07,LU,0
101,25,4.19,1.29,9.22,7.28,5.59,4.83,5.08,LU,0
101,25,4.31,1.27,9.45,7.36,5.76,4.83,5.04,LU,0
101,26,4.83,1.55,10.23,7.61,5.67,4.87,5.11,LU,0
101,26,4.79,1.54,10.35,7.84,5.73,4.85,5.09,LU,0
101,26,4.82,1.52,10.39,7.76,5.51,4.87,5.09,LU,0
101,26,4.86,1.54,10.26,7.66,5.64,4.96,5.09,LU,0
101,27,5.37,1.71,10.97,9.09,6.99,5.69,5.24,LU,0
101,27,5.44,1.71,10.76,9.16,7.15,5.66,5.23,LU,0
101,27,5.30,1.72,10.77,9.13,7.15,5.66,5.26,LU,0
101,27,5.30,1.76,10.65,9.16,7.09,5.63,5.22,LU,0
101,28,4.01,1.17,9.25,6.72,5.34,4.58,4.27,LU,0
101,28,4.03,1.14,9.10,6.58,5.31,4.53,4.31,LU,0
101,28,4.09,1.15,9.02,6.73,5.46,4.55,4.28,LU,0
101,28,4.11,1.14,9.02,6.76,5.53,4.58,4.31,LU,0
101,29,3.90,1.24,9.07,6.83,5.40,4.43,4.63,LU,0
101,29,3.90,1.20,8.98,6.73,5.30,4.52,4.64,LU,0
101,29,3.94,1.18,9.03,6.82,5.39,4.51,4.64,LU,0
101,29,3.92,1.24,9.08,6.81,5.42,4.42,4.64,LU,0
101,30,4.10,1.25,9.28,6.66,5.15,4.49,4.37,LU,0
101,30,4.03,1.29,9.37,6.70,5.15,4.42,4.36,LU,0
101,30,4.13,1.25,9.17,6.57,5.26,4.51,4.35,LU,0
101,30,4.17,1.28,9.04,6.62,5.17,4.47,4.33,LU,0
101,31,3.32,0.90,8.02,6.21,5.64,4.27,4.05,LU,0
101,31,3.42,0.87,8.15,6.17,5.51,4.31,4.04,LU,0
101,31,3.44,0.87,8.10,6.18,5.48,4.28,4.07,LU,0
101,31,3.32,0.91,8.05,6.33,5.46,4.21,4.03,LU,0
102,2,5.77,1.61,12.44,8.95,7.35,5.49,4.81,LU,1,AA
102,2,5.81,1.59,12.49,8.89,7.46,5.37,4.82,LU,1,AA
102,2,5.72,1.63,12.27,8.87,7.35,5.37,4.78,LU,1,AA
102,2,5.79,1.59,12.57,8.79,7.46,5.45,4.78,LU,1,AA
102,3,6.78,2.21,13.97,10.61,8.53,7.18,5.32,LU,1,AA
102,3,6.81,2.22,14.02,10.72,8.60,7.24,5.33,LU,1,AA
102,3,6.76,2.26,14.06,10.77,8.53,7.19,5.35,LU,1,AA
102,3,6.79,2.27,13.82,10.71,8.65,7.24,5.33,LU,1,AA
102,6,6.44,1.64,11.54,9.18,5.79,5.49,5.18,LU,1,AA
102,6,6.30,1.61,11.37,9.17,5.83,5.49,5.14,LU,1,AA
102,6,6.28,1.60,11.50,9.19,5.75,5.51,5.12,LU,1,AA
102,6,6.30,1.63,11.46,9.15,5.80,5.43,5.18,LU,1,AA
117,1,7.05,1.73,15.05,10.54,9.03,6.66,5.28,LU,1
117,1,7.09,1.72,15.17,10.58,8.86,6.67,5.24,LU,1
117,1,7.01,1.75,14.92,10.48,9.03,6.71,5.25,LU,1
117,1,7.02,1.70,15.18,10.51,8.88,6.64,5.28,LU,1
122,3,6.27,1.82,13.53,9.63,7.99,5.63,5.26,LU,1,AA
122,3,6.33,1.85,13.57,9.78,7.91,5.55,5.23,LU,1,AA
122,3,6.34,1.86,13.46,9.59,7.90,5.63,5.24,LU,1,AA
122,3,6.32,1.82,13.48,9.55,7.93,5.62,5.22,LU,1,AA
122,4,6.08,1.73,13.39,9.74,7.49,6.31,5.03,LU,1,AA
122,4,6.05,1.73,13.57,9.57,7.37,6.36,4.97,LU,1,AA
122,4,6.10,1.75,13.58,9.61,7.33,6.38,5.02,LU,1,AA
122,4,6.12,1.72,13.51,9.63,7.43,6.27,5.01,LU,1,AA
122,5,6.19,1.80,13.64,9.01,7.01,4.63,5.11,LU,1,AA
122,5,6.19,1.77,13.53,8.99,7.10,4.63,5.08,LU,1,AA
122,5,6.26,1.80,13.54,8.91,7.06,4.65,5.10,LU,1,AA
122,5,6.10,1.76,13.69,9.08,7.10,4.66,5.13,LU,1,AA
122,6,6.09,1.37,13.24,8.81,7.41,7.04,4.96,LU,1,AA
122,6,5.93,1.34,13.25,8.86,7.44,6.93,4.93,LU,1,AA
122,6,6.03,1.37,13.21,8.77,7.27,7.01,4.96,LU,1,AA
122,6,5.97,1.34,13.16,8.72,7.35,7.00,4.98,LU,1,AA
122,7,5.95,1.50,11.54,9.07,6.69,6.14,5.05,LU,0,AA
122,7,6.01,1.44,11.62,8.98,6.79,6.20,5.07,LU,0,AA
122,7,5.87,1.46,11.55,9.11,6.84,6.26,5.04,LU,0,AA
122,7,5.97,1.46,11.76,9.02,6.77,6.21,5.04,LU,0,AA
122,8,5.84,1.88,11.95,9.61,6.96,5.96,5.11,LU,0
122,8,5.85,1.88,11.97,9.58,6.87,5.96,5.11,LU,0
122,8,5.89,1.87,12.19,9.51,7.00,5.93,5.13,LU,0
122,8,5.89,1.82,12.23,9.53,6.92,5.99,5.11,LU,0
122,9,6.68,2.10,14.00,10.99,8.69,6.67,5.37,LU,1
122,9,6.70,2.08,13.93,11.15,8.73,6.59,5.38,LU,1
122,9,6.78,2.05,13.89,11.16,8.68,6.60,5.40,LU,1
122,9,6.66,2.11,13.99,11.01,8.87,6.59,5.42,LU,1
122,10,6.85,2.06,15.31,11.07,8.97,6.75,5.30,LU,1
122,10,6.90,2.07,15.08,10.86,9.00,6.79,5.27,LU,1
122,10,6.83,2.08,15.33,10.95,8.89,6.79,5.29,LU,1
122,10,6.82,2.05,15.10,10.93,8.94,6.83,5.26,LU,1
122,11,7.51,2.22,15.47,11.31,8.87,6.56,5.37,LU,0
122,11,7.62,2.22,15.43,11.08,8.92,6.58,5.35,LU,0
122,11,7.58,2.24,15.33,11.27,8.97,6.63,5.33,LU,0
122,11,7.48,2.21,15.37,11.14,9.02,6.67,5.38,LU,0
122,12,7.48,2.06,15.37,11.65,9.18,7.29,5.24,LU,1
122,12,7.49,2.07,15.42,11.57,9.21,7.20,5.26,LU,1
122,12,7.52,2.06,15.39,11.53,9.14,7.20,5.25,LU,1
122,12,7.39,2.03,15.15,11.66,9.09,7.18,5.25,LU,1
122,13,8.15,2.11,16.43,11.94,9.73,7.08,5.40,LU,1
122,13,8.15,2.15,16.42,12.03,9.75,7.09,5.43,LU,1
122,13,8.10,2.14,16.23,11.92,9.74,7.11,5.42,LU,1
122,13,8.24,2.14,16.23,11.90,9.81,7.01,5.40,LU,1
122,14,7.73,2.43,14.66,11.45,8.31,6.53,5.45,LU,0
122,14,7.70,2.41,14.85,11.33,8.32,6.44,5.43,LU,0
122,14,7.73,2.44,14.85,11.36,8.44,6.48,5.42,LU,0
122,14,7.81,2.45,14.59,11.37,8.28,6.43,5.44,LU,0
122,15,6.70,1.86,13.83,10.70,8.10,6.82,4.92,LU,0
122,15,6.84,1.85,13.65,10.90,8.21,6.77,4.92,LU,0
122,15,6.74,1.83,13.64,10.70,8.11,6.85,4.92,LU,0
122,15,6.78,1.84,13.74,10.77,8.18,6.80,4.94,LU,0
