Lote,Individuo,AE,LE,AT,LT,AA,LA,NV,Morfotipo,Labio
122,56,6.74,1.71,13.94,10.36,7.85,6.70,5.43,LU,1
122,56,6.67,1.69,14.04,10.43,7.82,6.77,5.39,LU,1
122,56,6.66,1.70,13.93,10.48,8.01,6.64,5.42,LU,1
122,57,5.19,1.40,11.74,9.16,6.96,6.33,4.95,LU,0
122,57,5.18,1.37,11.69,9.12,6.97,6.35,4.96,LU,0
122,57,5.23,1.37,11.76,8.94,6.92,6.41,4.95,LU,0
122,57,5.24,1.41,11.88,8.97,7.03,6.44,4.97,LU,0
122,58,5.64,1.35,12.08,8.74,7.65,5.98,4.99,LU,0
122,58,5.65,1.31,11.78,8.78,7.53,6.00,4.97,LU,0
122,58,5.60,1.36,11.94,8.85,7.54,6.08,5.00,LU,0
122,58,5.57,1.31,11.88,8.97,7.59,5.99,4.97,LU,0
122,59,5.98,1.58,12.58,9.30,6.90,6.12,4.95,LU,0
122,59,6.07,1.57,12.28,9.33,6.92,6.11,4.95,LU,0
122,59,5.99,1.59,12.58,9.25,7.01,6.06,4.95,LU,0
122,59,6.03,1.58,12.41,9.29,7.06,6.15,4.97,LU,0
122,60,5.30,1.49,11.31,8.56,6.39,5.66,4.84,LU,0
122,60,5.31,1.52,11.32,8.51,6.40,5.62,4.83,LU,0
122,60,5.26,1.50,11.48,8.57,6.44,5.66,4.84,LU,0
122,60,5.36,1.51,11.58,8.57,6.48,5.69,4.83,LU,0
122,61,5.67,1.42,12.25,8.74,7.57,5.68,4.87,LU,1
122,61,5.69,1.39,12.21,8.69,7.54,5.69,4.88,LU,1
122,61,5.72,1.39,12.21,8.80,7.67,5.68,4.89,LU,1
122,61,5.70,1.39,12.27,8.81,7.64,5.69,4.86,LU,1
122,62,4.69,1.25,10.93,7.20,6.53,4.97,4.47,LU,0
122,62,4.57,1.25,10.95,7.24,6.61,4.97,4.49,LU,0
122,62,4.62,1.20,11.00,7.25,6.59,4.87,4.46,LU,0
122,62,4.58,1.25,10.91,7.37,6.66,4.96,4.47,LU,0
122,63,6.02,1.86,11.94,8.70,6.45,5.33,5.03,LU,0
122,63,6.05,1.83,11.80,8.85,6.36,5.28,5.03,LU,0
122,63,6.04,1.86,11.87,8.67,6.41,5.33,5.01,LU,0
122,63,6.10,1.87,11.69,8.79,6.23,5.28,5.02,LU,0
122,64,5.78,1.23,12.46,8.75,6.74,6.01,5.67,LU,0
122,64,5.78,1.22,12.56,8.61,6.87,5.96,5.70,LU,0
122,64,5.77,1.26,12.56,8.61,6.76,5.97,5.68,LU,0
122,64,5.64,1.20,12.59,8.68,6.70,6.01,5.67,LU,0
122,65,7.06,2.08,14.48,10.36,8.26,6.38,5.43,LU,1
122,65,7.17,2.06,14.63,10.38,8.12,6.36,5.44,LU,1
122,65,7.16,2.06,14.75,10.25,8.22,6.39,5.42,LU,1
122,65,7.18,2.08,14.62,10.38,8.29,6.37,5.42,LU,1
122,66,6.07,1.79,13.02,8.65,6.97,5.68,5.09,LU,0
122,66,6.02,1.80,13.22,8.63,7.10,5.75,5.11,LU,0
122,66,6.07,1.80,13.02,8.65,7.03,5.71,5.07,LU,0
122,66,6.06,1.77,13.24,8.55,7.04,5.75,5.11,LU,0
122,67,5.28,1.39,11.55,7.93,6.36,5.06,4.78,LU,0
122,67,5.24,1.35,11.47,8.02,6.34,5.07,4.78,LU,0
122,67,5.39,1.40,11.59,7.79,6.32,5.13,4.84,LU,0
122,67,5.23,1.36,11.71,7.89,6.23,5.13,4.82,LU,0
122,68,4.68,1.56,10.22,8.10,5.73,5.37,4.41,LU,0
122,68,4.65,1.57,10.16,7.97,5.82,5.32,4.47,LU,0
122,68,4.78,1.55,10.25,8.08,5.67,5.34,4.42,LU,0
122,68,4.65,1.52,10.33,7.97,5.74,5.40,4.41,LU,0
122,69,4.89,1.38,10.59,8.11,5.88,5.32,4.67,LU,0
122,69,4.96,1.38,10.63,8.07,5.88,5.35,4.67,LU,0
122,69,4.85,1.33,10.51,8.09,5.90,5.35,4.69,LU,0
122,69,4.81,1.37,10.71,8.27,6.08,5.36,4.65,LU,0
122,70,5.08,1.37,11.08,7.85,6.45,5.11,4.50,LU,0
122,70,4.98,1.37,10.88,7.72,6.39,5.08,4.54,LU,0
122,70,5.05,1.40,11.08,7.92,6.40,5.13,4.51,LU,0
122,70,5.09,1.42,11.11,7.80,6.46,5.13,4.55,LU,0
122,71,5.17,1.31,11.39,8.78,6.64,5.88,4.67,LU,0
122,71,5.03,1.31,11.06,8.80,6.58,5.92,4.70,LU,0
122,71,5.18,1.29,11.17,8.75,6.55,5.85,4.70,LU,0
122,71,5.12,1.28,11.26,8.73,6.65,5.83,4.70,LU,0
122,72,5.70,1.41,11.69,8.31,6.04,5.12,4.90,LU,0
122,72,5.74,1.45,11.72,8.30,5.94,5.14,4.92,LU,0
122,72,5.71,1.43,11.73,8.30,6.09,5.11,4.88,LU,0
122,72,5.84,1.46,11.91,8.36,6.05,5.03,4.88,LU,0
122,73,5.99,1.83,11.82,8.87,6.75,5.26,5.06,LU,0
122,73,5.96,1.79,11.87,8.79,6.67,5.35,5.02,LU,0
122,73,5.96,1.84,11.79,8.81,6.76,5.29,5.02,LU,0
122,73,5.84,1.82,11.65,8.75,6.68,5.27,5.06,LU,0
122,74,6.48,2.29,12.63,9.87,7.22,5.22,5.28,LU,1
122,74,6.59,2.26,12.48,9.99,7.26,5.22,5.29,LU,1
122,74,6.54,2.25,12.70,9.98,7.29,5.34,5.30,LU,1
122,74,6.52,2.25,12.66,9.96,7.12,5.29,5.29,LU,1
122,75,5.02,1.31,11.33,7.97,6.48,5.51,4.91,LU,0
122,75,5.06,1.35,11.42,7.92,6.53,5.47,4.90,LU,0
122,75,5.13,1.34,11.31,8.10,6.37,5.46,4.87,LU,0
122,75,5.12,1.29,11.60,8.12,6.42,5.49,4.88,LU,0
122,76,7.45,2.24,14.52,11.22,8.58,6.58,5.13,LU,1
122,76,7.35,2.22,14.67,11.28,8.40,6.71,5.16,LU,1
122,76,7.33,2.24,14.54,11.25,8.38,6.71,5.15,LU,1
122,76,7.36,2.22,14.70,11.32,8.50,6.64,5.16,LU,1
122,77,5.78,1.75,11.17,9.11,6.68,5.66,4.99,LB,0
122,77,5.69,1.71,11.40,9.04,6.61,5.63,4.96,LB,0
122,77,5.70,1.75,11.34,9.13,6.71,5.74,4.98,LB,0
122,77,5.74,1.74,11.46,9.11,6.58,5.68,4.95,LB,0
122,78,5.28,1.53,11.01,8.04,6.06,5.29,4.87,LU,0
122,78,5.32,1.56,11.09,8.20,6.07,5.34,4.85,LU,0
122,78,5.42,1.57,11.04,8.07,5.95,5.29,4.88,LU,0
122,78,5.42,1.57,11.24,7.98,5.90,5.28,4.87,LU,0
122,79,4.75,1.45,10.45,7.52,6.07,4.65,4.95,LU,0
122,79,4.82,1.41,10.41,7.63,5.98,4.75,4.92,LU,0
122,79,4.85,1.45,10.46,7.49,6.11,4.65,4.94,LU,0
122,79,4.75,1.45,10.36,7.59,6.10,4.75,4.94,LU,0
122,80,6.38,1.75,13.31,9.59,8.09,5.93,5.40,LU,1
122,80,6.45,1.71,13.48,9.61,7.89,5.96,5.41,LU,1
122,80,6.32,1.70,13.17,9.59,7.99,6.02,5.40,LU,1
122,80,6.48,1.71,13.44,9.77,7.97,5.99,5.41,LU,1
122,81,4.48,1.29,9.76,7.42,5.34,4.95,4.87,LU,0
122,81,4.49,1.33,9.72,7.57,5.17,4.93,4.91,LU,0
122,81,4.44,1.29,9.83,7.59,5.28,4.90,4.90,LU,0
122,81,4.36,1.33,9.65,7.49,5.22,4.96,4.90,LU,0
122,82,6.60,1.97,12.94,10.49,7.98,6.70,5.34,LU,0
122,82,6.46,1.96,12.85,10.56,7.91,6.75,5.29,LU,0
122,82,6.52,1.95,13.10,10.58,7.91,6.78,5.30,LU,0
122,82,6.58,2.00,12.95,10.58,8.00,6.69,5.33,LU,0
122,83,5.28,1.59,10.97,8.07,6.29,4.98,5.01,LU,0
122,83,5.13,1.57,10.82,7.97,6.17,5.09,4.97,LU,0
122,83,5.20,1.56,10.68,7.87,6.22,5.01,5.00,LU,0
122,83,5.29,1.59,10.70,7.86,6.30,5.04,4.99,LU,0
122,84,5.21,1.48,10.67,8.48,5.88,5.38,4.91,LU,0
122,84,5.20,1.51,10.60,8.39,5.86,5.40,4.90,LU,0
122,84,5.16,1.46,10.69,8.42,5.79,5.47,4.88,LU,0
122,84,5.19,1.48,10.89,8.55,5.77,5.41,4.89,LU,0
122,85,4.92,1.14,10.56,7.60,6.43,5.28,4.78,LU,0
122,85,4.82,1.18,10.53,7.80,6.41,5.40,4.77,LU,0
122,85,4.88,1.18,10.74,7.69,6.39,5.32,4.81,LU,0
122,85,4.91,1.13,10.57,7.68,6.31,5.38,4.80,LU,0
122,86,5.76,1.87,10.86,8.75,6.18,5.12,5.17,LU,0
122,86,5.72,1.85,10.98,8.53,6.35,5.11,5.13,LU,0
122,86,5.74,1.85,10.89,8.63,6.25,5.12,5.11,LU,0
122,86,5.73,1.87,11.10,8.65,6.33,5.07,5.12,LU,0
122,87,4.68,1.21,10.35,7.70,6.01,5.38,4.77,LU,0
122,87,4.82,1.22,10.24,7.70,6.20,5.35,4.81,LU,0
122,87,4.82,1.20,10.30,7.65,6.03,5.41,4.76,LU,0
122,87,4.81,1.20,10.38,7.68,6.02,5.44,4.81,LU,0
122,88,5.48,1.50,11.33,8.18,6.19,5.24,4.81,LU,0
122,88,5.41,1.47,11.30,8.10,6.19,5.15,4.78,LU,0
122,88,5.33,1.48,11.05,8.18,6.30,5.20,4.83,LU,0
122,88,5.49,1.52,11.14,8.23,6.31,5.14,4.77,LU,0
122,89,5.04,1.34,10.67,8.05,6.19,5.28,5.05,LU,0
122,89,5.10,1.33,10.86,8.00,6.10,5.33,5.07,LU,0
122,89,5.08,1.30,10.80,7.95,6.11,5.34,5.07,LU,0
122,89,5.07,1.28,10.72,7.97,6.19,5.34,5.08,LU,0
122,90,4.41,1.00,10.39,7.40,6.11,5.41,4.62,LU,0
122,90,4.42,1.02,10.23,7.30,6.06,5.37,4.65,LU,0
122,90,4.32,0.96,10.45,7.26,6.19,5.35,4.61,LU,0
122,90,4.42,1.02,10.37,7.35,6.20,5.35,4.61,LU,0
122,91,5.43,1.53,12.25,8.83,6.59,5.88,4.68,LU,0
122,91,5.40,1.55,12.19,8.82,6.46,5.82,4.74,LU,0
122,91,5.42,1.55,11.99,8.78,6.43,5.88,4.72,LU,0
122,91,5.39,1.54,11.93,8.77,6.53,5.81,4.69,LU,0
122,92,5.26,1.69,10.38,7.81,5.80,4.81,4.87,LU,0
122,92,5.13,1.68,10.63,7.80,5.81,4.79,4.87,LU,0
122,92,5.27,1.66,10.33,7.74,5.82,4.80,4.86,LU,0
122,92,5.15,1.68,10.48,7.83,5.82,4.71,4.87,LU,0
122,93,5.39,1.32,11.97,8.72,6.36,5.85,4.85,LU,0
122,93,5.37,1.32,11.93,8.61,6.28,5.79,4.85,LU,0
122,93,5.34,1.33,11.81,8.68,6.40,5.87,4.85,LU,0
122,93,5.39,1.33,11.92,8.63,6.22,5.82,4.84,LU,0
122,94,5.35,1.52,11.43,8.62,6.71,5.68,5.01,LU,0
122,94,5.35,1.54,11.66,8.57,6.71,5.66,5.03,LU,0
122,94,5.34,1.55,11.47,8.50,6.62,5.69,5.03,LU,0
122,94,5.44,1.52,11.52,8.41,6.64,5.77,5.05,LU,0
122,95,5.42,1.72,11.40,8.02,6.09,4.99,5.01,LU,0
122,95,5.42,1.73,11.45,8.01,6.03,4.99,5.00,LU,0
122,95,5.41,1.71,11.22,7.96,5.95,4.91,4.95,LU,0
122,95,5.49,1.70,11.25,7.95,6.14,5.00,4.98,LU,0
122,96,5.81,1.83,11.34,9.33,6.13,5.79,4.97,LU,0
122,96,5.85,1.84,11.45,9.26,6.16,5.84,4.99,LU,0
122,96,5.92,1.87,11.40,9.21,6.09,5.86,4.98,LU,0
122,96,5.87,1.84,11.34,9.25,6.12,5.88,5.00,LU,0
128,3,5.54,1.68,12.32,9.18,7.47,6.15,5.18,LU,0
128,3,5.59,1.68,12.20,9.18,7.39,6.18,5.20,LU,0
128,3,5.64,1.65,12.44,8.97,7.30,6.08,5.18,LU,0
128,3,5.59,1.65,12.22,9.03,7.32,6.10,5.23,LU,0
128,4,7.02,3.15,14.11,10.49,7.99,6.52,5.22,LU,0
128,4,6.90,3.16,14.32,10.62,7.93,6.58,5.22,LU,0
128,4,6.95,3.14,14.26,10.57,8.00,6.58,5.22,LU,0
128,4,7.02,3.14,14.28,10.69,7.92,6.62,5.19,LU,0
128,5,6.96,2.16,14.74,11.03,9.16,7.16,5.25,LB,1
128,5,6.98,2.18,14.88,10.92,9.22,7.17,5.23,LB,1
128,5,6.82,2.22,14.80,11.05,9.10,7.13,5.24,LB,1
128,5,6.84,2.19,15.01,11.07,9.26,7.17,5.27,LB,1
128,6,6.71,1.95,15.16,11.57,8.46,7.92,5.25,LB,0
128,6,6.80,1.97,14.93,11.66,8.58,7.83,5.28,LB,0
128,6,6.81,1.97,15.22,11.72,8.60,7.91,5.24,LB,0
128,6,6.72,1.93,15.23,11.79,8.52,7.83,5.25,LB,0
128,7,7.33,2.35,16.16,12.32,9.05,8.00,5.24,LB,0
128,7,7.33,2.31,16.26,12.12,9.15,7.99,5.22,LB,0
128,7,7.39,2.32,16.17,12.30,9.14,7.99,5.25,LB,0
128,7,7.36,2.35,16.23,12.20,9.02,8.05,5.23,LB,0
128,8,7.14,2.16,15.45,11.23,9.46,6.91,5.39,LB,1
128,8,7.12,2.13,15.26,11.18,9.54,6.99,5.38,LB,1
128,8,6.97,2.16,15.36,11.32,9.42,7.03,5.40,LB,1
128,8,7.07,2.18,15.16,11.25,9.55,7.03,5.43,LB,1
128,9,4.80,1.90,11.06,8.63,6.80,5.54,4.93,LB,0
128,9,4.90,1.89,11.18,8.64,6.80,5.49,4.90,LB,0
128,9,4.82,1.87,11.19,8.82,6.73,5.50,4.93,LB,0
128,9,4.91,1.88,11.15,8.66,6.77,5.55,4.90,LB,0
128,10,5.18,1.67,10.77,7.96,5.58,5.27,4.65,LB,0
128,10,5.11,1.73,10.57,8.09,5.56,5.24,4.61,LB,0
128,10,5.12,1.70,10.55,8.10,5.65,5.31,4.63,LB,0
128,10,5.09,1.70,10.52,7.97,5.60,5.36,4.62,LB,0
128,11,6.02,1.77,12.70,9.43,6.90,6.11,4.96,LB,0
128,11,6.04,1.72,12.85,9.49,7.09,6.14,4.95,LB,0
128,11,6.10,1.76,12.58,9.38,7.05,6.15,4.93,LB,0
128,11,6.07,1.76,12.83,9.46,6.97,6.20,4.98,LB,0
128,12,6.00,1.90,13.20,9.54,7.74,5.95,5.05,LB,1
128,12,5.87,1.89,13.21,9.67,7.85,5.86,5.02,LB,1
128,12,6.00,1.90,13.08,9.59,7.84,5.95,5.01,LB,1
128,12,5.99,1.88,13.17,9.49,7.79,5.89,5.05,LB,1
128,14,5.13,1.46,11.58,8.48,6.86,5.79,4.62,LU,0
128,14,5.05,1.43,11.29,8.58,6.73,5.75,4.65,LU,0
128,14,5.14,1.48,11.40,8.50,6.66,5.73,4.67,LU,0
128,14,5.04,1.45,11.57,8.34,6.84,5.71,4.65,LU,0
128,15,5.08,1.18,11.42,7.89,5.78,5.69,4.66,LU,0
128,15,5.07,1.16,11.41,7.79,5.58,5.64,4.69,LU,0
128,15,5.02,1.20,11.33,7.77,5.58,5.74,4.66,LU,0
128,15,5.11,1.20,11.43,7.90,5.65,5.67,4.68,LU,0
128,16,4.54,1.30,10.72,8.52,6.95,5.96,4.86,LU,0
128,16,4.56,1.34,10.71,8.44,6.92,6.03,4.84,LU,0
128,16,4.52,1.31,11.01,8.49,6.85,5.98,4.87,LU,0
128,16,4.44,1.34,11.04,8.36,6.86,5.98,4.84,LU,0
128,17,4.57,1.48,9.71,7.52,5.63,4.90,4.62,LU,0
128,17,4.51,1.47,9.77,7.71,5.75,4.90,4.57,LU,0
128,17,4.41,1.44,9.93,7.52,5.63,4.93,4.59,LU,0
128,17,4.44,1.47,9.84,7.56,5.69,4.97,4.63,LU,0
128,18,4.31,1.24,10.15,7.50,6.18,5.27,4.54,LU,0
128,18,4.23,1.25,10.01,7.59,6.13,5.21,4.52,LU,0
128,18,4.32,1.28,9.90,7.50,6.20,5.17,4.54,LU,0
128,18,4.31,1.28,10.12,7.62,6.16,5.27,4.55,LU,0
128,19,4.54,1.22,10.60,7.88,5.79,6.02,4.54,LB,0
128,19,4.50,1.26,10.89,7.90,5.95,6.11,4.56,LB,0
128,19,4.61,1.25,10.83,7.85,5.93,6.01,4.54,LB,0
128,19,4.54,1.23,10.65,7.99,5.98,6.09,4.56,LB,0
133,1,8.05,2.31,15.71,11.50,8.57,6.83,5.87,LU,0
133,1,7.94,2.25,15.90,11.50,8.53,6.83,5.90,LU,0
133,1,7.98,2.27,15.85,11.47,8.45,6.84,5.93,LU,0
133,1,8.00,2.28,15.79,11.62,8.46,6.81,5.92,LU,0
144,4,7.02,2.30,14.07,10.93,8.32,6.28,5.44,LU,1
144,4,7.08,2.29,14.01,10.99,8.31,6.25,5.41,LU,1
144,4,7.03,2.28,14.27,11.10,8.48,6.26,5.46,LU,1
144,4,7.09,2.26,14.18,10.96,8.35,6.19,5.46,LU,1
144,5,6.57,1.81,15.44,11.43,9.29,7.06,5.51,LU,1
144,5,6.64,1.83,15.60,11.38,9.47,7.04,5.55,LU,1
144,5,6.65,1.82,15.38,11.19,9.33,7.09,5.55,LU,1
144,5,6.70,1.80,15.44,11.27,9.47,7.12,5.54,LU,1
144,6,6.02,1.85,13.01,9.30,7.44,5.50,5.30,LU,1
144,6,5.94,1.85,13.11,9.35,7.44,5.50,5.33,LU,1
144,6,5.97,1.86,13.22,9.32,7.44,5.46,5.28,LU,1
144,6,5.93,1.84,12.97,9.51,7.32,5.53,5.32,LU,1
144,7,6.35,2.00,12.86,10.71,7.71,6.50,5.38,LU,0
144,7,6.38,2.02,13.00,10.73,7.74,6.51,5.41,LU,0
144,7,6.30,2.03,13.00,10.56,7.69,6.50,5.37,LU,0
144,7,6.43,2.04,13.02,10.70,7.62,6.52,5.38,LU,0
144,8,6.10,1.92,12.37,9.07,7.09,5.41,5.24,LU,0
144,8,6.07,1.92,12.51,9.13,7.24,5.42,5.20,LU,0
144,8,6.12,1.92,12.61,9.05,7.13,5.40,5.25,LU,0
144,8,6.09,1.94,12.62,9.27,7.13,5.46,5.24,LU,0
144,9,7.17,2.10,15.30,11.07,9.18,6.75,5.34,LU,1
144,9,7.23,2.14,15.31,11.09,9.15,6.70,5.29,LU,1
144,9,7.21,2.12,15.41,10.92,9.26,6.75,5.35,LU,1
144,9,7.22,2.13,15.53,11.13,9.20,6.77,5.32,LU,1
144,10,5.65,1.74,12.65,9.44,7.93,5.91,4.94,LU,1
144,10,5.67,1.69,12.82,9.45,7.84,5.96,4.92,LU,1
144,10,5.71,1.68,12.74,9.69,7.96,5.93,4.96,LU,1
144,10,5.66,1.74,12.65,9.56,7.77,5.99,4.95,LU,1
144,11,6.89,2.04,14.55,10.13,8.59,5.85,5.58,LU,1
144,11,6.83,2.02,14.61,10.08,8.46,5.98,5.58,LU,1
144,11,6.93,2.01,14.65,10.26,8.46,5.87,5.52,LU,1
144,11,6.82,2.03,14.49,10.26,8.48,5.85,5.53,LU,1
144,12,5.35,1.49,12.01,8.47,6.47,5.59,4.91,LU,0
144,12,5.25,1.48,11.81,8.36,6.57,5.56,4.93,LU,0
144,12,5.40,1.48,11.80,8.43,6.60,5.58,4.92,LU,0
144,12,5.39,1.44,11.88,8.35,6.49,5.62,4.94,LU,0
144,13,6.01,1.74,13.18,9.57,7.60,5.55,5.21,LU,1
144,13,6.00,1.74,13.00,9.39,7.60,5.51,5.18,LU,1
144,13,6.04,1.70,13.05,9.34,7.64,5.52,5.21,LU,1
144,13,6.06,1.72,12.94,9.35,7.57,5.55,5.17,LU,1
144,14,6.12,1.47,13.47,9.58,7.66,6.20,4.97,LU,1
144,14,5.99,1.48,13.51,9.58,7.68,6.23,4.98,LU,1
144,14,6.02,1.44,13.62,9.58,7.73,6.28,4.96,LU,1
144,14,5.99,1.48,13.57,9.50,7.58,6.21,4.98,LU,1
144,15,6.47,2.09,12.23,9.90,7.20,5.38,5.54,LU,1
144,15,6.55,2.07,12.20,9.95,7.23,5.40,5.58,LU,1
144,15,6.46,2.06,12.19,9.93,7.22,5.39,5.56,LU,1
144,15,6.45,2.07,12.42,10.12,7.30,5.40,5.52,LU,1
144,16,6.69,2.20,13.67,9.81,8.33,5.54,5.28,LU,1
144,16,6.52,2.21,13.69,9.99,8.32,5.56,5.32,LU,1
144,16,6.62,2.21,13.79,9.86,8.35,5.57,5.29,LU,1
144,16,6.52,2.21,13.85,10.01,8.28,5.54,5.29,LU,1
144,17,5.94,1.89,12.14,9.00,6.66,5.45,5.07,LU,0
144,17,5.83,1.88,12.12,9.06,6.73,5.42,5.04,LU,0
144,17,5.89,1.89,12.07,9.06,6.63,5.51,5.02,LU,0
144,17,5.91,1.91,11.85,8.99,6.61,5.53,5.05,LU,0
144,18,6.06,1.72,13.29,9.41,7.58,5.79,5.10,LU,0
144,18,6.13,1.73,13.28,9.42,7.44,5.81,5.13,LU,0
144,18,6.17,1.75,13.13,9.47,7.53,5.86,5.13,LU,0
144,18,6.07,1.74,13.31,9.60,7.42,5.86,5.14,LU,0
144,19,7.33,2.32,14.46,10.80,8.08,5.90,5.49,LU,1
144,19,7.33,2.31,14.53,10.71,8.23,5.96,5.46,LU,1
144,19,7.33,2.32,14.66,10.86,8.25,5.95,5.47,LU,1
144,19,7.24,2.29,14.41,10.73,8.27,5.90,5.50,LU,1
144,20,5.36,1.54,12.31,8.10,7.44,5.68,5.09,LU,1
144,20,5.39,1.55,12.43,8.26,7.31,5.74,5.07,LU,1
144,20,5.43,1.56,12.32,8.11,7.37,5.72,5.10,LU,1
144,20,5.44,1.58,12.37,8.10,7.40,5.76,5.07,LU,1
144,21,7.51,2.08,16.25,11.83,9.75,7.04,5.47,LU,1
144,21,7.57,2.11,16.02,11.66,9.68,7.00,5.47,LU,1
144,21,7.57,2.11,16.13,11.65,9.73,6.99,5.44,LU,1
144,21,7.61,2.08,16.22,11.75,9.64,7.03,5.46,LU,1
144,22,6.44,1.70,13.85,10.11,8.16,6.14,5.23,LU,1
144,22,6.38,1.69,13.87,10.17,8.05,6.18,5.22,LU,1
144,22,6.37,1.69,13.96,10.14,8.13,6.17,5.22,LU,1
144,22,6.36,1.70,13.88,10.11,8.13,6.17,5.24,LU,1
144,23,6.81,2.39,14.73,10.81,8.99,6.10,5.27,LU,1
144,23,6.87,2.41,14.79,10.96,8.98,6.18,5.26,LU,1
144,23,6.84,2.35,14.65,10.87,8.90,6.11,5.24,LU,1
144,23,6.80,2.35,14.65,11.04,9.03,6.22,5.24,LU,1
144,24,5.79,1.79,13.17,9.21,7.37,5.72,5.17,LU,1
144,24,5.90,1.81,13.28,9.22,7.41,5.64,5.17,LU,1
144,24,5.76,1.77,13.23,9.08,7.27,5.73,5.14,LU,1
144,24,5.93,1.81,13.15,9.01,7.33,5.72,5.18,LU,1
144,25,6.89,2.15,14.71,11.11,9.11,6.32,5.30,LU,1
144,25,6.89,2.13,14.96,11.07,9.08,6.40,5.29,LU,1
144,25,7.03,2.14,14.96,11.01,9.12,6.37,5.30,LU,1
144,25,6.90,2.13,14.95,11.07,8.95,6.31,5.33,LU,1
144,26,8.75,2.59,19.10,14.39,11.92,8.53,5.40,LU,1
144,26,8.65,2.64,18.98,14.48,11.85,8.51,5.45,LU,1
144,26,8.75,2.61,19.20,14.54,11.99,8.56,5.46,LU,1
144,26,8.71,2.60,18.99,14.45,12.01,8.55,5.41,LU,1
150,3,7.81,1.99,16.37,11.82,10.22,8.02,5.64,LU,1
150,3,7.81,1.97,16.16,11.99,10.17,8.03,5.60,LU,1
150,3,7.94,1.95,16.23,11.79,10.21,8.03,5.65,LU,1
150,3,7.94,2.00,16.17,11.91,10.13,7.97,5.62,LU,1
150,4,7.07,2.08,15.70,11.33,9.50,7.91,5.64,LU,1
150,4,7.15,2.08,15.54,11.45,9.41,7.90,5.66,LU,1
150,4,7.16,2.11,15.79,11.51,9.57,7.90,5.62,LU,1
150,4,7.09,2.08,15.72,11.52,9.50,7.90,5.61,LU,1
150,5,6.36,1.75,14.05,10.49,8.90,6.55,5.22,LU,1
150,5,6.30,1.79,14.02,10.54,8.83,6.56,5.25,LU,1
150,5,6.39,1.79,14.12,10.60,8.84,6.65,5.22,LU,1
150,5,6.26,1.75,14.14,10.58,8.80,6.57,5.25,LU,1
150,6,6.09,1.64,14.24,10.42,8.61,6.99,5.43,LU,1
150,6,6.11,1.61,14.50,10.43,8.75,7.07,5.47,LU,1
150,6,6.09,1.63,14.30,10.32,8.68,7.01,5.46,LU,1
150,6,6.11,1.62,14.53,10.40,8.62,6.97,5.45,LU,1
152,3,7.94,2.50,16.91,12.59,10.24,7.32,5.49,LU,1
152,3,7.96,2.46,16.81,12.55,10.34,7.32,5.45,LU,1
152,3,8.02,2.48,16.74,12.72,10.34,7.24,5.45,LU,1
152,3,7.93,2.49,17.00,12.70,10.22,7.32,5.49,LU,1
152,4,7.40,1.73,16.69,11.66,10.01,7.50,5.15,LU,1
152,4,7.54,1.71,16.76,11.69,10.01,7.53,5.17,LU,1
152,4,7.39,1.69,16.63,11.74,9.87,7.43,5.15,LU,1
152,4,7.54,1.71,16.65,11.77,9.91,7.47,5.17,LU,1
152,5,7.65,2.40,16.17,11.81,9.18,6.68,5.45,LU,1
152,5,7.69,2.40,16.09,11.99,9.34,6.69,5.50,LU,1
152,5,7.68,2.42,16.11,11.83,9.21,6.66,5.51,LU,1
152,5,7.56,2.40,16.17,11.86,9.27,6.61,5.47,LU,1
152,6,6.81,1.56,16.08,10.93,8.79,7.23,4.89,LU,1
152,6,6.82,1.57,15.95,10.90,8.99,7.20,4.89,LU,1
152,6,6.90,1.60,15.84,11.05,8.91,7.18,4.87,LU,1
152,6,6.91,1.59,15.92,10.96,8.87,7.25,4.89,LU,1
152,7,7.44,2.01,15.56,11.26,9.23,6.88,5.31,LU,1
152,7,7.44,2.03,15.54,11.10,9.17,6.91,5.37,LU,1
152,7,7.47,2.01,15.71,11.32,9.26,6.86,5.31,LU,1
152,7,7.50,2.04,15.70,11.10,9.09,6.87,5.32,LU,1
152,8,7.01,1.96,14.64,10.90,8.74,6.37,5.38,LU,1
152,8,6.91,1.93,14.66,10.79,8.81,6.39,5.37,LU,1
152,8,6.95,1.92,14.58,10.83,8.77,6.37,5.32,LU,1
152,8,7.02,1.91,14.50,10.79,8.70,6.43,5.38,LU,1
152,9,6.74,1.80,14.69,10.65,8.80,6.71,5.25,LU,1
152,9,6.68,1.81,14.75,10.51,8.77,6.69,5.25,LU,1
152,9,6.78,1.77,14.86,10.57,8.71,6.76,5.25,LU,1
152,9,6.71,1.76,14.70,10.73,8.85,6.73,5.22,LU,1
152,10,6.65,1.83,14.28,10.32,8.69,6.39,5.45,LB,1
152,10,6.72,1.84,14.16,10.35,8.71,6.43,5.41,LB,1
152,10,6.75,1.84,14.10,10.55,8.57,6.36,5.43,LB,1
152,10,6.75,1.84,14.16,10.49,8.68,6.37,5.43,LB,1
152,11,5.81,1.42,13.31,9.19,7.62,5.87,4.92,LU,1
152,11,5.84,1.47,13.33,9.27,7.71,5.87,4.90,LU,1
152,11,5.70,1.47,13.21,9.20,7.61,5.79,4.92,LU,1
152,11,5.72,1.45,13.48,9.25,7.61,5.78,4.91,LU,1
152,12,4.29,0.97,11.09,7.51,6.45,5.54,4.70,LU,0
152,12,4.30,0.96,11.24,7.48,6.51,5.55,4.73,LU,0
