Lote,Individuo,AE,LE,AT,LT,AA,LA,NV,Morfotipo,Ratio_LE_AE,Ratio_LT_AT,Ratio_LA_AA,Ratio_LE_LT,Ratio_AE_AT,Ratio_LA_LT,Ratio_AA_AT,Ratio_LE_LA,Ratio_AE_AA
122,82,6.54,1.98,12.94,10.59,7.97,6.74,5.31,LU,0.30275229357798167,0.8183925811437404,0.8456712672521958,0.18696883852691218,0.5054095826893354,0.6364494806421153,0.615919629057187,0.29376854599406527,0.820577164366374
122,83,5.22,1.59,10.81,7.95,6.21,5.03,4.98,LU,0.3045977011494253,0.7354301572617946,0.8099838969404187,0.2,0.4828862164662349,0.6327044025157232,0.5744680851063829,0.31610337972166996,0.8405797101449275
122,84,5.17,1.48,10.77,8.47,5.81,5.43,4.9,LU,0.2862669245647969,0.78644382544104,0.9345955249569707,0.17473435655253836,0.48003714020427113,0.6410861865407319,0.5394614670380687,0.27255985267034993,0.8898450946643718
122,85,4.85,1.15,10.68,7.71,6.33,5.34,4.8,LU,0.23711340206185566,0.7219101123595506,0.8436018957345971,0.14915693904020752,0.4541198501872659,0.6926070038910506,0.5926966292134832,0.2153558052434457,0.7661927330173774
122,86,5.8,1.85,10.94,8.63,6.25,5.08,5.14,LU,0.31896551724137934,0.7888482632541135,0.8128,0.21436848203939743,0.5301645338208409,0.5886442641946698,0.5712979890310786,0.3641732283464567,0.9279999999999999
122,87,4.77,1.19,10.33,7.75,6.11,5.4,4.78,LU,0.24947589098532497,0.750242013552759,0.88379705400982,0.15354838709677418,0.46176185866408515,0.6967741935483871,0.5914811229428848,0.22037037037037036,0.7806873977086742
122,88,5.41,1.5,11.2,8.2,6.21,5.2,4.8,LU,0.27726432532347506,0.7321428571428571,0.8373590982286635,0.1829268292682927,0.48303571428571435,0.6341463414634148,0.5544642857142857,0.28846153846153844,0.8711755233494364
122,89,5.06,1.31,10.82,7.97,6.16,5.34,5.07,LU,0.25889328063241107,0.7365988909426987,0.8668831168831168,0.16436637390213302,0.4676524953789279,0.6700125470514429,0.5693160813308688,0.2453183520599251,0.8214285714285714
122,90,4.37,0.99,10.39,7.29,6.15,5.38,4.64,LU,0.22654462242562928,0.7016361886429259,0.8747967479674796,0.13580246913580246,0.42059672762271416,0.737997256515775,0.591915303176131,0.18401486988847585,0.7105691056910569
122,91,5.4,1.56,12.09,8.85,6.49,5.85,4.71,LU,0.28888888888888886,0.7320099255583127,0.9013867488443759,0.176271186440678,0.44665012406947896,0.6610169491525424,0.5368072787427627,0.2666666666666667,0.8320493066255779
122,92,5.21,1.68,10.46,7.81,5.83,4.77,4.85,LU,0.32245681381957775,0.7466539196940726,0.8181818181818181,0.21510883482714468,0.4980879541108986,0.6107554417413572,0.5573613766730401,0.35220125786163525,0.8936535162950258
122,93,5.3,1.31,11.9,8.6,6.31,5.84,4.83,LU,0.24716981132075475,0.7226890756302521,0.9255150554675119,0.15232558139534885,0.4453781512605042,0.6790697674418604,0.5302521008403361,0.2243150684931507,0.8399366085578447
122,94,5.42,1.55,11.59,8.51,6.62,5.71,5.04,LU,0.2859778597785978,0.734253666954271,0.8625377643504532,0.18213866039952997,0.46764452113891286,0.6709753231492362,0.5711820534943918,0.2714535901926445,0.8187311178247734
122,95,5.46,1.7,11.38,8.06,6.04,4.96,4.98,LU,0.31135531135531136,0.7082601054481547,0.8211920529801324,0.2109181141439206,0.4797891036906854,0.6153846153846153,0.5307557117750439,0.34274193548387094,0.9039735099337748
122,96,5.84,1.85,11.3,9.33,6.17,5.85,5.0,LU,0.31678082191780826,0.8256637168141593,0.9481361426256077,0.1982851018220793,0.5168141592920353,0.6270096463022508,0.5460176991150442,0.3162393162393163,0.946515397082658
128,3,5.59,1.65,12.37,9.1,7.38,6.13,5.26,LU,0.295169946332737,0.7356507679870655,0.8306233062330624,0.1813186813186813,0.45189975747776884,0.6736263736263737,0.5966046887631367,0.26916802610114193,0.7574525745257452
128,4,6.97,3.13,14.2,10.59,7.9,6.58,5.33,LU,0.4490674318507891,0.745774647887324,0.8329113924050633,0.295561850802644,0.4908450704225352,0.6213408876298395,0.5563380281690141,0.4756838905775076,0.8822784810126582
128,5,6.9,2.19,14.86,11.02,9.17,7.19,5.3,LB,0.3173913043478261,0.7415881561238223,0.7840785169029444,0.1987295825771325,0.4643337819650068,0.6524500907441017,0.617092866756393,0.3045897079276773,0.7524536532170121
128,6,6.76,1.94,15.06,11.67,8.55,7.86,5.33,LB,0.2869822485207101,0.7749003984063745,0.9192982456140351,0.1662382176520994,0.448871181938911,0.6735218508997429,0.5677290836653387,0.24681933842239184,0.790643274853801
128,7,7.31,2.32,16.32,12.24,9.12,7.99,5.25,LB,0.3173734610123119,0.75,0.8760964912280703,0.1895424836601307,0.44791666666666663,0.6527777777777778,0.5588235294117646,0.2903629536921151,0.8015350877192983
128,8,7.05,2.15,15.31,11.26,9.5,6.97,5.17,LB,0.3049645390070922,0.7354670150228608,0.7336842105263157,0.19094138543516873,0.46048334421946435,0.6190053285968028,0.62050947093403,0.3084648493543759,0.7421052631578947
128,9,4.86,1.87,11.04,8.72,6.74,5.51,5.47,LU,0.3847736625514403,0.7898550724637682,0.8175074183976261,0.21444954128440366,0.4402173913043479,0.631880733944954,0.6105072463768116,0.33938294010889297,0.7210682492581603
128,10,5.09,1.7,10.64,8.05,5.6,5.3,4.33,LB,0.33398821218074654,0.7565789473684211,0.9464285714285715,0.21118012422360247,0.4783834586466165,0.6583850931677018,0.5263157894736842,0.32075471698113206,0.9089285714285714
128,11,6.03,1.74,12.7,9.39,7.0,6.14,5.25,LB,0.2885572139303482,0.7393700787401576,0.8771428571428571,0.1853035143769968,0.47480314960629927,0.6538871139510116,0.5511811023622047,0.28338762214983715,0.8614285714285714
128,12,5.93,1.87,13.08,9.61,7.84,5.9,5.48,LB,0.31534569983136596,0.7347094801223241,0.7525510204081634,0.19458896982310095,0.45336391437308865,0.6139438085327784,0.599388379204893,0.3169491525423729,0.7563775510204082
128,13,4.94,1.23,11.21,8.46,8.39,5.93,5.33,LB,0.24898785425101214,0.7546833184656557,0.7067938021454111,0.1453900709219858,0.4406779661016949,0.7009456264775412,0.7484388938447815,0.20741989881956155,0.5887961859356377
128,14,5.1,1.45,11.43,8.46,6.77,5.76,4.11,LU,0.28431372549019607,0.7401574803149608,0.8508124076809453,0.1713947990543735,0.44619422572178474,0.6808510638297871,0.5923009623797025,0.2517361111111111,0.7533234859675036
128,15,5.09,1.17,11.28,7.78,5.68,5.68,4.41,LU,0.22986247544204322,0.6897163120567377,1.0,0.15038560411311053,0.4512411347517731,0.730077120822622,0.5035460992907801,0.20598591549295775,0.8961267605633803
128,16,4.48,1.33,10.88,8.43,6.92,5.97,4.34,LU,0.296875,0.7748161764705882,0.8627167630057804,0.15776986951364178,0.411764705882353,0.7081850533807829,0.6360294117647058,0.22278056951423789,0.647398843930636
128,17,4.5,1.47,9.78,7.64,5.7,4.95,4.54,LU,0.32666666666666666,0.7811860940695297,0.868421052631579,0.19240837696335078,0.4601226993865031,0.6479057591623038,0.5828220858895706,0.29696969696969694,0.7894736842105263
128,18,4.32,1.27,10.01,7.58,6.16,5.21,4.54,LU,0.29398148148148145,0.7572427572427572,0.8457792207792207,0.16754617414248021,0.4315684315684316,0.6873350923482849,0.6153846153846154,0.2437619961612284,0.7012987012987013
128,19,4.58,1.23,10.77,7.92,5.9,6.08,4.21,LU,0.2685589519650655,0.7353760445682451,1.0305084745762711,0.1553030303030303,0.425255338904364,0.7676767676767677,0.5478180129990715,0.20230263157894737,0.7762711864406779
133,1,8.0,2.28,15.82,11.5,8.55,6.77,5.9,LU,0.285,0.7269279393173198,0.7918128654970759,0.19826086956521738,0.5056890012642224,0.588695652173913,0.5404551201011378,0.33677991137370755,0.935672514619883
144,4,7.02,2.29,14.14,11.0,8.38,6.22,5.44,LU,0.32621082621082625,0.7779349363507779,0.7422434367541765,0.2081818181818182,0.4964639321074964,0.5654545454545454,0.5926449787835927,0.3681672025723473,0.8377088305489259
144,5,6.64,1.8,15.46,11.32,9.4,7.1,5.54,LU,0.27108433734939763,0.7322121604139715,0.7553191489361701,0.15901060070671377,0.42949547218628714,0.6272084805653709,0.6080206985769728,0.2535211267605634,0.7063829787234042
144,6,5.96,1.83,13.12,9.4,7.35,5.47,5.31,LU,0.30704697986577184,0.7164634146341464,0.7442176870748299,0.1946808510638298,0.45426829268292684,0.5819148936170212,0.5602134146341463,0.33455210237659966,0.8108843537414966
144,7,6.37,2.01,12.96,10.66,7.72,6.53,5.38,LU,0.3155416012558869,0.8225308641975309,0.8458549222797928,0.18855534709193245,0.4915123456790123,0.6125703564727956,0.595679012345679,0.3078101071975497,0.8251295336787565
144,8,6.08,1.92,12.48,9.17,7.19,5.44,5.22,LU,0.3157894736842105,0.734775641025641,0.7566063977746871,0.2093784078516903,0.48717948717948717,0.5932388222464559,0.5761217948717949,0.3529411764705882,0.8456189151599444
144,9,7.26,2.11,15.43,11.04,9.2,6.71,5.32,LU,0.290633608815427,0.7154893065456902,0.7293478260869566,0.19112318840579712,0.47051198963058977,0.6077898550724639,0.5962410887880751,0.31445603576751113,0.7891304347826087
144,10,5.73,1.71,12.79,9.56,7.86,5.98,4.94,LU,0.29842931937172773,0.7474589523064895,0.7608142493638677,0.17887029288702927,0.44800625488663026,0.6255230125523012,0.6145426114151682,0.28595317725752506,0.7290076335877863
144,11,6.87,2.01,14.6,10.17,8.57,5.91,5.55,LU,0.29257641921397376,0.6965753424657535,0.6896149358226371,0.19764011799410028,0.4705479452054795,0.5811209439528023,0.5869863013698631,0.34010152284263956,0.8016336056009334
144,12,5.32,1.47,11.91,8.35,6.52,5.6,4.93,LU,0.2763157894736842,0.7010915197313182,0.8588957055214724,0.17604790419161678,0.44668345927791775,0.6706586826347305,0.5474391267842149,0.2625,0.8159509202453988
144,13,5.99,1.71,13.1,9.45,7.63,5.57,5.19,LU,0.2854757929883138,0.7213740458015266,0.7300131061598952,0.18095238095238098,0.45725190839694657,0.5894179894179895,0.582442748091603,0.3070017953321364,0.7850589777195283
144,14,6.03,1.46,13.45,9.49,7.65,6.22,4.97,LU,0.24212271973466,0.7055762081784387,0.8130718954248365,0.15384615384615383,0.44832713754646847,0.6554267650158061,0.5687732342007435,0.2347266881028939,0.788235294117647
144,15,6.53,2.07,12.34,10.03,7.28,5.33,5.55,LU,0.3169984686064318,0.8128038897893031,0.7321428571428571,0.20638085742771684,0.5291734197730956,0.5314057826520439,0.5899513776337115,0.3883677298311444,0.896978021978022
144,16,6.6,2.23,13.82,9.91,8.38,5.59,5.29,LU,0.3378787878787879,0.7170767004341534,0.6670644391408114,0.2250252270433905,0.47756874095513746,0.5640766902119071,0.6063675832127352,0.39892665474060823,0.7875894988066825
144,17,5.86,1.88,11.99,9.0,6.63,5.48,5.04,LU,0.3208191126279863,0.7506255212677231,0.8265460030165913,0.20888888888888887,0.48874061718098416,0.6088888888888889,0.5529608006672226,0.3430656934306569,0.8838612368024134
144,18,6.11,1.72,13.23,9.51,7.51,5.85,5.11,LU,0.2815057283142389,0.7188208616780045,0.7789613848202397,0.1808622502628812,0.4618291761148904,0.6151419558359621,0.5676492819349962,0.294017094017094,0.8135818908122504
144,19,7.31,2.3,14.55,10.76,8.17,5.9,5.47,LU,0.31463748290013677,0.7395189003436425,0.7221542227662179,0.2137546468401487,0.5024054982817869,0.5483271375464684,0.5615120274914089,0.38983050847457623,0.8947368421052632
144,20,5.36,1.55,12.43,8.16,7.34,5.73,5.09,LU,0.2891791044776119,0.6564762670957361,0.7806539509536785,0.18995098039215685,0.4312148028962189,0.7022058823529412,0.5905068382944489,0.27050610820244325,0.7302452316076294
144,21,7.53,2.09,16.16,11.74,9.7,6.98,5.46,LU,0.2775564409030544,0.7264851485148515,0.7195876288659795,0.17802385008517885,0.4659653465346535,0.5945485519591142,0.6002475247524752,0.29942693409742116,0.7762886597938146
144,22,6.42,1.67,14.0,10.08,8.1,6.12,5.24,LU,0.2601246105919003,0.72,0.7555555555555556,0.16567460317460317,0.4585714285714286,0.6071428571428571,0.5785714285714285,0.272875816993464,0.7925925925925926
144,23,6.84,2.38,14.79,10.92,8.97,6.15,5.25,LU,0.347953216374269,0.7383367139959433,0.68561872909699,0.21794871794871795,0.46247464503042596,0.5631868131868132,0.6064908722109534,0.38699186991869916,0.7625418060200668
144,24,5.84,1.8,13.16,9.12,7.35,5.66,5.16,LU,0.3082191780821918,0.6930091185410334,0.7700680272108844,0.1973684210526316,0.44376899696048633,0.6206140350877194,0.5585106382978723,0.31802120141342755,0.7945578231292517
144,25,6.96,2.15,14.84,11.05,9.04,6.34,5.31,LU,0.3089080459770115,0.7446091644204852,0.7013274336283186,0.1945701357466063,0.46900269541778977,0.5737556561085972,0.6091644204851752,0.3391167192429022,0.7699115044247788
144,26,8.74,2.61,19.09,14.45,11.95,8.56,5.43,LU,0.2986270022883295,0.7569408067050811,0.7163179916317992,0.1806228373702422,0.45783132530120485,0.5923875432525952,0.6259821896280775,0.30490654205607476,0.7313807531380754
150,3,7.86,1.97,16.3,11.9,10.11,7.97,5.62,LU,0.2506361323155216,0.7300613496932515,0.788328387734916,0.16554621848739495,0.4822085889570552,0.6697478991596638,0.6202453987730061,0.24717691342534504,0.7774480712166173
150,4,7.11,2.09,15.66,11.39,9.47,7.9,5.63,LU,0.29395218002812934,0.727330779054917,0.8342133051742344,0.18349429323968391,0.4540229885057471,0.6935908691834943,0.6047254150702427,0.2645569620253164,0.7507919746568109
150,5,6.35,1.78,14.08,10.52,8.83,6.62,5.25,LU,0.2803149606299213,0.7471590909090908,0.7497168742921857,0.16920152091254753,0.4509943181818182,0.629277566539924,0.6271306818181818,0.2688821752265861,0.7191392978482446
150,6,6.15,1.63,14.4,10.36,8.71,7.03,5.44,LU,0.26504065040650404,0.7194444444444444,0.8071182548794489,0.15733590733590733,0.42708333333333337,0.6785714285714286,0.6048611111111112,0.23186344238975815,0.706084959816303
152,3,7.99,2.49,16.84,12.67,10.33,7.28,5.48,LU,0.311639549436796,0.752375296912114,0.7047434656340755,0.19652722967640096,0.4744655581947744,0.574585635359116,0.6134204275534442,0.34203296703296704,0.7734753146176186
152,4,7.47,1.72,16.64,11.73,9.93,7.48,5.16,LU,0.23025435073627845,0.7049278846153846,0.7532729103726084,0.1466325660699062,0.4489182692307692,0.6376811594202899,0.5967548076923077,0.2299465240641711,0.7522658610271903
152,5,7.65,2.39,16.11,11.93,9.27,6.64,5.48,LU,0.31241830065359477,0.7405338299193048,0.7162891046386192,0.20033528918692373,0.4748603351955308,0.556580050293378,0.5754189944134078,0.3599397590361446,0.825242718446602
152,6,6.84,1.58,15.93,10.93,8.89,7.22,4.88,LU,0.23099415204678364,0.6861268047708725,0.81214848143982,0.14455626715462033,0.4293785310734463,0.6605672461116194,0.5580665411173886,0.21883656509695293,0.7694038245219347
152,7,7.51,2.03,15.62,11.21,9.19,6.87,5.34,LU,0.270306258322237,0.7176696542893727,0.7475516866158869,0.18108831400535233,0.48079385403329067,0.6128456735057983,0.588348271446863,0.2954876273653566,0.8171926006528836
152,8,6.96,1.94,14.63,10.83,8.75,6.38,5.35,LU,0.27873563218390807,0.7402597402597402,0.7291428571428571,0.17913204062788549,0.4757347915242652,0.5891043397968606,0.5980861244019139,0.30407523510971785,0.7954285714285714
152,9,6.73,1.79,14.77,10.62,8.76,6.75,5.23,LU,0.2659732540861813,0.7190250507786052,0.7705479452054794,0.16854990583804144,0.4556533513879486,0.6355932203389831,0.5930941096817874,0.2651851851851852,0.7682648401826485
152,10,6.72,1.83,14.18,10.43,8.62,6.39,5.42,LU,0.2723214285714286,0.735543018335684,0.7412993039443155,0.17545541706615533,0.47390691114245415,0.6126558005752637,0.6078984485190408,0.2863849765258216,0.7795823665893272
152,11,5.79,1.45,13.34,9.19,7.61,5.83,4.92,LU,0.2504317789291882,0.6889055472263867,0.7660972404730617,0.15778019586507072,0.4340329835082459,0.6343852013057671,0.5704647676161919,0.24871355060034303,0.7608409986859396
152,12,4.26,0.98,11.07,7.53,6.5,5.55,4.72,LU,0.23004694835680753,0.6802168021680217,0.8538461538461538,0.1301460823373174,0.38482384823848237,0.7370517928286852,0.5871725383920505,0.17657657657657658,0.6553846153846153
152,13,4.39,1.05,10.13,7.17,6.13,5.17,4.48,LU,0.23917995444191348,0.7077986179664363,0.8433931484502447,0.14644351464435149,0.4333662388943731,0.7210599721059973,0.6051332675222112,0.20309477756286268,0.7161500815660685
158,1,7.31,2.23,17.17,12.05,11.06,7.75,5.35,LU,0.30506155950752395,0.7018054746651136,0.7007233273056057,0.1850622406639004,0.4257425742574257,0.6431535269709543,0.6441467676179382,0.28774193548387095,0.6609403254972874
165,7,6.65,2.05,14.16,10.99,8.18,6.98,5.34,LU,0.3082706766917293,0.7761299435028248,0.8533007334963326,0.186533212010919,0.46963276836158196,0.6351228389444951,0.577683615819209,0.2936962750716332,0.8129584352078241
177,1,6.06,1.46,13.77,9.63,8.83,6.14,5.41,DU,0.24092409240924093,0.6993464052287582,0.695356738391846,0.15160955347871233,0.4400871459694989,0.6375908618899272,0.6412490922294845,0.23778501628664495,0.6862967157417893
177,2,7.96,2.38,16.41,11.83,9.89,6.91,5.72,LU,0.2989949748743718,0.720901889092017,0.698685540950455,0.20118343195266272,0.4850700792199878,0.5841081994928149,0.6026812918951859,0.3444283646888567,0.8048533872598584
198,1,5.06,1.34,11.34,8.65,6.87,6.06,4.83,LU,0.2648221343873518,0.7627865961199295,0.8820960698689956,0.15491329479768787,0.4462081128747795,0.7005780346820808,0.6058201058201058,0.22112211221122116,0.7365356622998543
198,2,4.98,1.24,10.68,8.0,6.1,5.33,4.88,LU,0.24899598393574296,0.7490636704119851,0.8737704918032787,0.155,0.4662921348314607,0.66625,0.5711610486891385,0.23264540337711068,0.8163934426229509
198,3,5.3,1.26,11.32,7.57,6.12,5.05,4.98,LU,0.23773584905660378,0.6687279151943463,0.8251633986928104,0.166446499339498,0.46819787985865724,0.6671070013210039,0.5406360424028268,0.2495049504950495,0.8660130718954248
242,2,8.71,2.53,18.82,13.58,10.94,8.18,5.57,LB,0.29047072330654417,0.7215727948990436,0.7477148080438757,0.18630338733431515,0.4628055260361318,0.6023564064801178,0.5812964930924548,0.3092909535452323,0.7961608775137112
242,6,9.04,2.63,18.23,13.46,10.06,8.34,5.49,LB,0.29092920353982304,0.7383433900164564,0.8290258449304174,0.1953937592867756,0.49588590235874924,0.6196136701337295,0.5518376302797586,0.31534772182254195,0.8986083499005962
242,7,6.52,1.69,16.32,10.99,9.86,7.5,5.13,LU,0.25920245398773006,0.6734068627450981,0.7606490872210954,0.1537761601455869,0.3995098039215686,0.6824385805277525,0.6041666666666666,0.22533333333333333,0.6612576064908722
242,8,7.46,1.74,17.76,12.4,10.99,8.81,5.16,LU,0.23324396782841822,0.6981981981981982,0.8016378525932666,0.1403225806451613,0.42004504504504503,0.7104838709677419,0.6188063063063063,0.19750283768444948,0.6787989080982711
242,9,6.88,2.3,13.49,10.61,7.77,6.73,5.6,LU,0.33430232558139533,0.7865085248332098,0.8661518661518662,0.21677662582469368,0.5100074128984433,0.6343072573044298,0.5759822090437361,0.3417533432392273,0.8854568854568855
242,10,5.05,1.31,11.68,8.35,7.02,5.94,5.15,LU,0.2594059405940594,0.7148972602739726,0.8461538461538463,0.1568862275449102,0.4323630136986301,0.7113772455089821,0.601027397260274,0.22053872053872053,0.7193732193732194
243,8,7.68,1.87,16.08,11.45,9.3,7.08,5.38,LU,0.24348958333333334,0.7120646766169154,0.7612903225806451,0.16331877729257643,0.4776119402985075,0.6183406113537119,0.5783582089552239,0.26412429378531077,0.8258064516129031
253,3,6.93,2.1,15.53,11.06,9.36,6.83,5.26,LU,0.30303030303030304,0.71216999356085,0.7297008547008548,0.189873417721519,0.4462330972311655,0.6175406871609403,0.6027044430135222,0.3074670571010249,0.7403846153846154
253,8,6.7,2.0,14.56,10.96,8.69,7.07,5.32,LU,0.29850746268656714,0.7527472527472527,0.8135788262370541,0.18248175182481752,0.46016483516483514,0.6450729927007299,0.5968406593406593,0.2828854314002829,0.7710011507479863
253,9,7.68,2.13,14.87,12.0,8.64,6.69,5.49,LU,0.27734375,0.8069939475453934,0.7743055555555556,0.1775,0.5164761264290518,0.5575,0.5810356422326833,0.3183856502242152,0.8888888888888888
253,10,6.82,2.12,14.54,10.83,8.92,6.54,5.31,LU,0.31085043988269795,0.7448418156808804,0.7331838565022422,0.19575253924284397,0.46905089408528206,0.6038781163434903,0.6134800550206327,0.32415902140672787,0.7645739910313901
253,11,6.36,2.2,12.43,10.13,7.54,6.07,5.45,LU,0.3459119496855346,0.8149637972646823,0.8050397877984086,0.21717670286278382,0.5116653258246179,0.5992102665350444,0.6065969428801288,0.3624382207578254,0.843501326259947
253,12,6.01,1.79,12.79,9.4,7.44,6.02,5.04,LU,0.2978369384359401,0.7349491790461299,0.8091397849462365,0.19042553191489361,0.4698983580922596,0.6404255319148936,0.5817044566067241,0.2973421926910299,0.8077956989247311
253,13,5.61,1.4,12.23,9.05,7.12,6.06,5.03,LU,0.249554367201426,0.7399836467702372,0.8511235955056179,0.15469613259668505,0.45870809484873265,0.6696132596685082,0.5821749795584628,0.23102310231023102,0.7879213483146068
253,14,5.53,1.47,12.12,8.99,6.96,6.01,5.16,LU,0.26582278481012656,0.7417491749174918,0.8635057471264368,0.16351501668520577,0.4562706270627063,0.6685205784204672,0.5742574257425743,0.24459234608985025,0.7945402298850575
253,15,5.15,1.41,11.08,8.3,6.63,5.45,4.88,LU,0.27378640776699026,0.7490974729241878,0.8220211161387633,0.16987951807228913,0.46480144404332135,0.6566265060240963,0.5983754512635379,0.2587155963302752,0.7767722473604827
253,16,5.16,1.48,10.86,8.42,6.74,5.58,4.85,LU,0.2868217054263566,0.7753222836095764,0.8278931750741839,0.17577197149643706,0.4751381215469614,0.66270783847981,0.6206261510128914,0.26523297491039427,0.7655786350148368
264,1,6.36,1.63,14.18,11.01,8.69,7.57,5.39,LU,0.25628930817610057,0.7764456981664316,0.8711162255466054,0.148047229791099,0.44851904090267986,0.6875567665758402,0.6128349788434414,0.2153236459709379,0.7318757192174914
276,5,6.76,1.62,14.76,10.53,8.75,6.63,5.3,LU,0.2396449704142012,0.7134146341463414,0.7577142857142857,0.15384615384615385,0.45799457994579945,0.6296296296296297,0.5928184281842819,0.24434389140271495,0.7725714285714286
276,6,6.45,1.81,14.17,10.59,8.27,6.59,5.28,LU,0.2806201550387597,0.7473535638673253,0.7968561064087062,0.17091595845136923,0.45518701482004237,0.6222851746931067,0.5836273817925194,0.27465857359635815,0.7799274486094318
276,7,5.97,1.69,13.46,9.82,7.92,6.2,5.31,LU,0.2830820770519263,0.7295690936106983,0.7828282828282829,0.1720977596741344,0.44353640416047546,0.6313645621181263,0.588410104011887,0.2725806451612903,0.7537878787878788
276,8,5.45,1.27,12.63,8.68,7.44,5.86,4.86,LU,0.2330275229357798,0.6872525732383213,0.7876344086021505,0.14631336405529954,0.43151227236737927,0.6751152073732719,0.5890736342042755,0.2167235494880546,0.7325268817204301
276,9,5.93,1.84,11.83,9.36,6.63,5.81,5.36,LU,0.31028667790893766,0.7912087912087912,0.8763197586726998,0.1965811965811966,0.5012679628064243,0.6207264957264957,0.5604395604395604,0.31669535283993117,0.894419306184012
291,3,5.39,1.6,12.29,9.19,7.99,6.51,4.39,LU,0.29684601113172543,0.7477624084621644,0.8147684605757196,0.17410228509249187,0.4385679414157852,0.7083786724700761,0.6501220504475184,0.24577572964669742,0.6745932415519399
294,1,6.71,1.92,13.91,10.24,7.46,6.39,4.04,LU,0.28614008941877794,0.7361610352264558,0.8565683646112601,0.1875,0.48238677210639824,0.6240234375,0.5363048166786485,0.3004694835680751,0.8994638069705094
294,2,5.87,2.08,12.61,10.34,7.91,6.61,4.3,LU,0.3543441226575809,0.8199841395717684,0.8356510745891277,0.20116054158607352,0.4655035685963521,0.6392649903288201,0.6272799365582871,0.3146747352496218,0.7420986093552465
318,9,6.25,2.02,12.75,9.7,7.82,5.6,5.18,LB,0.3232,0.7607843137254902,0.7161125319693094,0.20824742268041238,0.49019607843137253,0.577319587628866,0.6133333333333334,0.36071428571428577,0.79923273657289
318,10,6.0,1.63,12.85,10.18,7.25,6.35,5.13,LB,0.27166666666666667,0.7922178988326848,0.8758620689655172,0.16011787819253437,0.4669260700389105,0.6237721021611001,0.5642023346303502,0.2566929133858268,0.8275862068965517
318,11,6.52,1.91,13.86,10.77,7.76,6.73,5.2,LB,0.29294478527607365,0.7770562770562771,0.8672680412371134,0.17734447539461468,0.4704184704184704,0.6248839368616528,0.5598845598845599,0.2838038632986627,0.8402061855670103
318,12,4.2,1.2,9.16,7.05,4.79,4.72,4.39,LB,0.2857142857142857,0.769650655021834,0.9853862212943632,0.1702127659574468,0.4585152838427948,0.6695035460992907,0.5229257641921398,0.2542372881355932,0.8768267223382046
318,13,8.07,2.38,18.4,13.43,10.5,8.78,5.07,LB,0.2949194547707559,0.7298913043478261,0.8361904761904762,0.17721518987341772,0.4385869565217392,0.6537602382725242,0.5706521739130436,0.27107061503416857,0.7685714285714286
318,14,5.9,1.53,12.91,9.39,7.39,5.93,4.8,LB,0.25932203389830505,0.7273431448489543,0.8024357239512855,0.16293929712460062,0.45701006971340047,0.6315228966986155,0.5724244771494965,0.2580101180438449,0.7983761840324765
318,15,5.09,1.49,10.76,8.45,6.51,5.62,4.9,LU,0.2927308447937132,0.7853159851301115,0.8632872503840247,0.17633136094674556,0.47304832713754646,0.6650887573964498,0.6050185873605948,0.26512455516014233,0.7818740399385561
318,16,3.2,0.71,8.65,6.65,5.73,5.21,4.2,DU,0.221875,0.7687861271676301,0.9092495636998255,0.10676691729323307,0.3699421965317919,0.7834586466165413,0.6624277456647399,0.1362763915547025,0.5584642233856894
318,17,5.56,1.64,11.33,9.62,6.43,6.02,5.12,LB,0.2949640287769784,0.849073256840247,0.9362363919129082,0.1704781704781705,0.49073256840247126,0.6257796257796258,0.5675198587819946,0.2724252491694352,0.864696734059098
318,18,6.02,1.28,12.9,9.09,7.18,6.42,4.9,LB,0.212624584717608,0.7046511627906976,0.8941504178272981,0.1408140814081408,0.4666666666666666,0.7062706270627063,0.5565891472868216,0.19937694704049844,0.8384401114206128
318,19,4.69,1.57,10.94,8.61,6.49,5.81,4.5,LB,0.3347547974413646,0.7870201096892139,0.8952234206471493,0.1823461091753775,0.42870201096892147,0.6747967479674797,0.593235831809872,0.27022375215146305,0.7226502311248074
318,20,5.31,1.45,11.31,8.82,6.68,5.94,4.74,LB,0.2730696798493409,0.7798408488063661,0.8892215568862276,0.16439909297052152,0.4694960212201591,0.673469387755102,0.5906277630415561,0.24410774410774408,0.7949101796407185
318,21,4.28,1.2,9.89,7.88,5.97,5.51,4.34,LB,0.2803738317757009,0.7967644084934277,0.9229480737018425,0.15228426395939085,0.4327603640040445,0.699238578680203,0.6036400404448937,0.2177858439201452,0.7169179229480738
318,22,5.52,1.37,12.35,8.76,6.8,5.66,4.89,LB,0.2481884057971015,0.7093117408906883,0.8323529411764706,0.15639269406392695,0.4469635627530364,0.6461187214611872,0.5506072874493927,0.2420494699646643,0.8117647058823529
318,23,5.85,1.8,12.14,9.22,6.44,6.03,4.82,LB,0.3076923076923077,0.7594728171334432,0.9363354037267081,0.19522776572668113,0.48187808896210865,0.6540130151843817,0.5304777594728172,0.29850746268656714,0.9083850931677018
318,24,7.04,2.16,14.4,11.03,7.49,6.87,4.66,LB,0.3068181818181818,0.7659722222222222,0.9172229639519359,0.19582955575702632,0.4888888888888889,0.6228467815049864,0.5201388888888889,0.314410480349345,0.9399198931909212
